0.010000	0.064576
0.020000	0.066817
0.030000	0.071735
0.040000	0.079670
0.050000	0.089601
0.060000	0.121448
0.070000	0.144788
0.080000	0.143610
0.090000	0.205942
0.100000	0.202901
0.110000	0.189538
0.120000	0.191444
0.130000	0.171501
0.140000	0.168279
0.150000	0.157701
0.160000	0.137130
0.170000	0.117222
0.180000	0.100261
0.190000	0.112548
0.200000	0.124686
0.210000	0.131546
0.220000	0.141620
0.230000	0.147769
0.240000	0.161852
0.250000	0.171978
0.260000	0.174242
0.270000	0.166194
0.280000	0.150922
0.290000	0.132382
0.300000	0.116244
0.310000	0.101867
0.320000	0.087634
0.330000	0.080505
0.340000	0.074520
0.350000	0.070073
0.360000	0.067921
0.370000	0.067789
0.380000	0.068387
0.390000	0.068622
0.400000	0.068059
0.410000	0.066573
0.420000	0.063843
0.430000	0.060029
0.440000	0.055437
0.450000	0.054585
0.460000	0.052113
0.470000	0.052477
0.480000	0.052036
0.490000	0.051185
0.500000	0.050975
0.510000	0.049033
0.520000	0.043747
0.530000	0.037512
0.540000	0.032566
0.550000	0.031275
0.560000	0.033068
0.570000	0.035515
0.580000	0.037857
0.590000	0.038988
0.600000	0.038736
0.610000	0.037415
0.620000	0.035906
0.630000	0.036138
0.640000	0.038508
0.650000	0.040803
0.660000	0.042536
0.670000	0.043312
0.680000	0.043044
0.690000	0.041856
0.700000	0.040321
0.710000	0.039545
0.720000	0.039800
0.730000	0.040325
0.740000	0.040809
0.750000	0.041306
0.760000	0.041958
0.770000	0.043036
0.780000	0.044127
0.790000	0.044190
0.800000	0.043166
0.810000	0.041490
0.820000	0.039638
0.830000	0.037687
0.840000	0.035337
0.850000	0.032298
0.860000	0.030509
0.870000	0.030253
0.880000	0.029019
0.890000	0.027051
0.900000	0.026105
0.910000	0.025441
0.920000	0.025725
0.930000	0.025850
0.940000	0.025667
0.950000	0.025205
0.960000	0.024522
0.970000	0.025363
0.980000	0.026014
0.990000	0.026343
1.000000	0.026341
1.010000	0.026055
1.020000	0.025524
1.030000	0.025398
1.040000	0.025191
1.050000	0.025044
1.060000	0.024857
1.070000	0.024675
1.080000	0.024531
1.090000	0.024433
1.100000	0.024390
1.110000	0.024849
1.120000	0.025230
1.130000	0.025296
1.140000	0.025054
1.150000	0.024980
1.160000	0.025271
1.170000	0.025533
1.180000	0.025741
1.190000	0.025867
1.200000	0.025896
1.210000	0.025821
1.220000	0.025865
1.230000	0.025868
1.240000	0.025838
1.250000	0.025772
1.260000	0.025642
1.270000	0.025427
1.280000	0.025127
1.290000	0.024728
1.300000	0.024232
