1.310000	0.023643
1.320000	0.022970
1.330000	0.022214
1.340000	0.021394
1.350000	0.020514
1.360000	0.019589
1.370000	0.018628
1.380000	0.017642
1.390000	0.016645
1.400000	0.016589
1.410000	0.016787
1.420000	0.016830
1.430000	0.016736
1.440000	0.016565
1.450000	0.016708
1.460000	0.016813
1.470000	0.016965
1.480000	0.017023
1.490000	0.017004
1.500000	0.016930
1.510000	0.016823
1.520000	0.016699
1.530000	0.016818
1.540000	0.016948
1.550000	0.016951
1.560000	0.016838
1.570000	0.016619
1.580000	0.016292
1.590000	0.016260
1.600000	0.016264
1.610000	0.016257
1.620000	0.016227
1.630000	0.016154
1.640000	0.016026
1.650000	0.015831
1.660000	0.015559
1.670000	0.015203
1.680000	0.014974
1.690000	0.015101
1.700000	0.015162
1.710000	0.015150
1.720000	0.015056
1.730000	0.014882
1.740000	0.014625
1.750000	0.014289
1.760000	0.013877
1.770000	0.013483
1.780000	0.013355
1.790000	0.013269
1.800000	0.013157
1.810000	0.013003
1.820000	0.012804
1.830000	0.012560
1.840000	0.012274
1.850000	0.011955
1.860000	0.011625
1.870000	0.011622
1.880000	0.011835
1.890000	0.012001
1.900000	0.012108
1.910000	0.012155
1.920000	0.012150
1.930000	0.012106
1.940000	0.012042
1.950000	0.011974
1.960000	0.011920
1.970000	0.011888
1.980000	0.011884
1.990000	0.011909
2.000000	0.011961
2.010000	0.012034
2.020000	0.012122
2.030000	0.012216
2.040000	0.012308
2.050000	0.012388
2.060000	0.012450
2.070000	0.012483
2.080000	0.012484
2.090000	0.012448
2.100000	0.012373
2.110000	0.012264
2.120000	0.012124
2.130000	0.011962
2.140000	0.011790
2.150000	0.011618
2.160000	0.011462
2.170000	0.011334
2.180000	0.011245
2.190000	0.011205
2.200000	0.011249
2.210000	0.011283
2.220000	0.011395
2.230000	0.011547
2.240000	0.011725
2.250000	0.011916
2.260000	0.012105
2.270000	0.012279
2.280000	0.012429
2.290000	0.012547
2.300000	0.012626
2.310000	0.012662
2.320000	0.012653
2.330000	0.012601
2.340000	0.012518
2.350000	0.012646
2.360000	0.012731
2.370000	0.012777
2.380000	0.012790
2.390000	0.012776
2.400000	0.012742
2.410000	0.012692
2.420000	0.012631
2.430000	0.012563
2.440000	0.012487
2.450000	0.012405
2.460000	0.012315
2.470000	0.012217
2.480000	0.012110
2.490000	0.011993
2.500000	0.011865
2.510000	0.011727
2.520000	0.011579
2.530000	0.011424
2.540000	0.011263
2.550000	0.011099
2.560000	0.010932
2.570000	0.010764
2.580000	0.010612
2.590000	0.010628
2.600000	0.010655
2.610000	0.010691
2.620000	0.010735
2.630000	0.010783
2.640000	0.010831
2.650000	0.010874
2.660000	0.010910
2.670000	0.010933
2.680000	0.010940
2.690000	0.010929
2.700000	0.010895
2.710000	0.010837
2.720000	0.010752
2.730000	0.010642
2.740000	0.010507
2.750000	0.010348
2.760000	0.010169
2.770000	0.009972
2.780000	0.009792
2.790000	0.009710
2.800000	0.009611
2.810000	0.009495
2.820000	0.009365
2.830000	0.009225
2.840000	0.009076
2.850000	0.008920
2.860000	0.008758
2.870000	0.008592
2.880000	0.008421
2.890000	0.008247
2.900000	0.008069
2.910000	0.007886
2.920000	0.007697
2.930000	0.007503
2.940000	0.007303
2.950000	0.007095
2.960000	0.006881
2.970000	0.006660
2.980000	0.006433
2.990000	0.006201
